BL21,Nissle_1917,O157_H7
ECD_03785,,ECs_4826
ECD_03786,HW372_22890,ECs_4827
ECD_03787,HW372_22885,ECs_4828
ECD_03788,HW372_22880,ECs_4829
ECD_03789,HW372_22875,ECs_4830
ECD_03790,HW372_22870,ECs_4831
ECD_03791,HW372_22865,ECs_4832
ECD_03792,HW372_22860,ECs_4833
ECD_03793,HW372_22855,
ECD_03794,HW372_22850,ECs_4834
ECD_03795,HW372_22845,ECs_4835
ECD_03796,HW372_22840,ECs_4836
ECD_03797,HW372_22835,ECs_4837
ECD_03798,HW372_22830,ECs_4838
ECD_03799,HW372_22825,ECs_4839
ECD_03800,HW372_22820,ECs_4840
ECD_03801,HW372_22815,ECs_4841
ECD_03802,HW372_22810,ECs_4842
ECD_03803,HW372_22805,ECs_4843
ECD_03804,HW372_22800,ECs_4844
ECD_03805,HW372_22795,ECs_4845
ECD_03806,HW372_22790,ECs_4846
ECD_03807,HW372_22785,ECs_4847
ECD_03808,HW372_22780,ECs_4848
ECD_03809,HW372_22775,ECs_4849
ECD_03810,HW372_22770,ECs_4850
ECD_03811,HW372_22765,ECs_4851
ECD_03812,HW372_22760,ECs_4852
ECD_03813,HW372_22755,ECs_4853
ECD_03814,HW372_22750,ECs_4856
ECD_03815,HW372_22745,ECs_4857
ECD_03816,HW372_22740,ECs_4858
ECD_03817,HW372_22735,ECs_4859
ECD_03818,HW372_22730,ECs_4860
ECD_03819,HW372_22725,ECs_4861
ECD_03820,HW372_22720,ECs_4862
ECD_03821,HW372_22715,ECs_4863
ECD_03822,,
ECD_03823,HW372_22710,ECs_4866
ECD_03824,HW372_22705,ECs_4867
ECD_03825,HW372_22700,ECs_4868
ECD_03826,HW372_22695,ECs_4869
ECD_03827,HW372_22665,ECs_4870
ECD_03828,HW372_22660,ECs_4871
ECD_03829,HW372_22655,ECs_4872
ECD_03830,HW372_22650,ECs_4873
ECD_03831,HW372_22645,ECs_4874
ECD_03832,HW372_22640,ECs_4875
ECD_03833,HW372_22635,ECs_4877
ECD_03834,HW372_22630,
ECD_03835,HW372_22625,ECs_4879
ECD_03836,HW372_22620,ECs_4880
ECD_03837,HW372_22615,ECs_4881
ECD_03838,HW372_22610,ECs_4882
ECD_03839,HW372_22605,ECs_4883
ECD_03840,HW372_22600,ECs_4884
ECD_03841,HW372_22595,ECs_4885
ECD_03842,HW372_22590,ECs_4886
ECD_03843,HW372_22585,ECs_4887
ECD_03844,HW372_22580,ECs_4888
ECD_03845,HW372_22575,ECs_4889
ECD_03846,HW372_22560,ECs_4890
ECD_03847,HW372_22555,ECs_4891
ECD_03848,HW372_22540,ECs_4894
ECD_03849,HW372_22535,ECs_4895
ECD_03850,HW372_22530,ECs_4896
ECD_03852,HW372_22520,ECs_4898
ECD_03853,HW372_22495,ECs_4899
ECD_03854,HW372_22490,ECs_4900
ECD_03855,HW372_22485,ECs_4901
ECD_03856,HW372_22460,ECs_4903
ECD_03857,HW372_22455,ECs_4904
ECD_03858,HW372_22450,ECs_4905
ECD_03859,HW372_22445,ECs_4906
ECD_03860,HW372_22440,ECs_4907
ECD_03861,HW372_22435,ECs_4908
ECD_03862,HW372_22430,ECs_4909
ECD_03863,HW372_22425,ECs_4910
ECD_03864,HW372_22420,ECs_4911
ECD_03865,,ECs_4912
ECD_03866,HW372_22415,ECs_4913
ECD_03867,HW372_22410,ECs_4914
ECD_03868,HW372_22405,ECs_5771
ECD_03869,HW372_22400,ECs_4915
ECD_03870,HW372_22395,ECs_4916
ECD_03871,HW372_22390,ECs_4917
ECD_03872,HW372_22385,ECs_4918
ECD_03873,HW372_22380,ECs_4919
ECD_03874,HW372_22375,ECs_4920
ECD_03875,HW372_22370,ECs_4921
ECD_03876,HW372_22365,ECs_4922
ECD_03877,HW372_22360,ECs_4923
ECD_03878,HW372_22355,ECs_4924
ECD_03879,HW372_22350,ECs_4925
ECD_03880,HW372_22345,ECs_4926
ECD_03881,HW372_22340,ECs_4927
ECD_03882,HW372_22335,ECs_4928
ECD_03883,HW372_22330,ECs_4929
ECD_03884,HW372_22295,ECs_4930
ECD_03885,HW372_22290,ECs_4931
ECD_03886,HW372_22285,ECs_4932
ECD_03887,HW372_22280,ECs_4933
ECD_03888,HW372_22275,ECs_4934
ECD_03890,HW372_22270,ECs_4936
ECD_03891,HW372_22265,ECs_4937
ECD_03892,HW372_22250,ECs_4938
ECD_03893,HW372_22245,ECs_4939
ECD_03894,HW372_22205,ECs_5005
ECD_03895,HW372_22200,ECs_5006
ECD_03896,HW372_22195,ECs_5007
ECD_03897,HW372_22190,ECs_5008
ECD_03898,HW372_22185,ECs_5009
ECD_03899,HW372_22180,ECs_5010
ECD_03900,HW372_22175,ECs_5011
ECD_03901,HW372_22170,ECs_5012
ECD_03902,HW372_22160,ECs_5013
ECD_03903,,ECs_5014
ECD_03904,HW372_22155,
ECD_03905,HW372_22150,
ECD_03906,HW372_22145,ECs_5017
ECD_03907,HW372_22140,ECs_5018
ECD_03908,HW372_22135,ECs_5019
ECD_03909,HW372_22130,ECs_5020
ECD_03910,,ECs_5021
ECD_03911,HW372_22125,ECs_5022
ECD_03912,HW372_22120,ECs_5023
ECD_03913,HW372_22115,ECs_5024
ECD_03914,HW372_22110,ECs_5025
ECD_03915,HW372_22105,ECs_5026
ECD_03916,HW372_22100,ECs_5027
ECD_03917,HW372_22095,ECs_5028
ECD_03918,HW372_22090,ECs_5029
ECD_03919,,
ECD_03920,,ECs_5030
ECD_03921,HW372_22085,ECs_5031
ECD_03922,HW372_22080,ECs_5032
ECD_03923,HW372_22075,ECs_5033
ECD_03924,HW372_22045,ECs_5034
ECD_03925,HW372_22035,ECs_5035
ECD_03926,HW372_22020,ECs_5036
ECD_03927,HW372_21970,ECs_5037
ECD_03928,HW372_21965,ECs_5038
ECD_03929,HW372_21960,ECs_5039
ECD_03930,HW372_21955,ECs_5040
ECD_03931,HW372_21950,ECs_5041
ECD_03932,HW372_21945,ECs_5042
ECD_03933,HW372_21940,ECs_5043
ECD_03934,HW372_21935,ECs_5044
ECD_03935,HW372_21930,ECs_5045
ECD_03936,HW372_21925,ECs_5046
ECD_03937,HW372_21920,ECs_5047
ECD_03939,HW372_21900,ECs_5049
ECD_03940,HW372_21895,ECs_5050
ECD_03941,HW372_21890,ECs_5051
ECD_03942,HW372_21885,ECs_5052
ECD_03943,HW372_21880,ECs_5053
ECD_03944,HW372_21875,ECs_5054
ECD_03945,HW372_21870,ECs_5055
ECD_03946,HW372_21865,ECs_5056
ECD_03947,HW372_21860,ECs_5057
ECD_03948,HW372_21855,ECs_5058
ECD_03949,HW372_21850,ECs_5059
ECD_03950,HW372_21845,ECs_5060
ECD_03951,HW372_21815,ECs_5061
ECD_03952,HW372_21810,ECs_5062
ECD_03953,HW372_21805,ECs_5063
ECD_03954,HW372_21800,ECs_5064
ECD_03955,HW372_21790,ECs_5066
ECD_03956,HW372_21785,
ECD_03957,HW372_21780,
ECD_03958,HW372_21775,
ECD_03959,HW372_21770,
ECD_03960,HW372_21765,
ECD_03961,HW372_21760,
ECD_03962,HW372_21755,
ECD_03963,HW372_21750,ECs_5774
ECD_03964,HW372_21745,ECs_5075
ECD_03965,HW372_21740,ECs_5076
ECD_03966,HW372_21735,ECs_5077
ECD_03967,HW372_21730,ECs_5078
ECD_03968,HW372_21725,ECs_5079
ECD_03969,HW372_21720,ECs_5080
ECD_03970,HW372_21715,ECs_5081
ECD_03971,HW372_21710,ECs_5082
ECD_03972,HW372_21705,ECs_5083
ECD_03973,HW372_21700,ECs_5084
ECD_03974,HW372_21695,ECs_5085
ECD_03975,HW372_21690,ECs_5086
ECD_03976,HW372_21685,ECs_5087
ECD_03977,HW372_21680,ECs_5088
ECD_03978,HW372_21675,ECs_5089
ECD_03979,HW372_21670,ECs_5090
ECD_03980,HW372_21665,ECs_5091
ECD_03981,HW372_21660,ECs_5092
ECD_03982,HW372_21655,ECs_5093
ECD_03983,HW372_21645,ECs_5094
ECD_03984,HW372_21640,ECs_5095
ECD_03985,HW372_21635,ECs_5096
ECD_03986,HW372_21630,ECs_5097
ECD_03987,HW372_21625,ECs_5098
ECD_03988,HW372_21620,ECs_5099
ECD_03989,HW372_21615,ECs_5100
ECD_03990,HW372_21610,ECs_5101
ECD_03991,,ECs_5102
ECD_03992,,ECs_5103
ECD_03993,HW372_21600,ECs_5104
ECD_03994,HW372_21595,ECs_5105
ECD_03995,HW372_21590,ECs_5106
ECD_03997,HW372_21580,ECs_5108
ECD_03998,HW372_21575,ECs_5109
ECD_03999,HW372_21570,ECs_5110
ECD_04000,HW372_21560,ECs_5111
ECD_04001,HW372_21555,ECs_5112
ECD_04002,HW372_21550,ECs_5113
ECD_04003,HW372_21545,ECs_5114
ECD_04004,HW372_21540,ECs_5115
ECD_04005,HW372_21530,ECs_5116
ECD_04006,HW372_21525,ECs_5117
ECD_04007,HW372_21520,ECs_5118
ECD_04008,HW372_21515,ECs_5119
ECD_04009,HW372_21510,ECs_5120
ECD_04010,HW372_21505,ECs_5121
ECD_04011,HW372_21500,ECs_5122
ECD_04012,HW372_21495,ECs_5123
ECD_04013,HW372_21490,ECs_5124
ECD_04014,HW372_21485,ECs_5125
ECD_04015,HW372_21480,ECs_5126
ECD_04016,HW372_21475,ECs_5127
ECD_04017,HW372_21470,ECs_5128
ECD_04018,HW372_21465,ECs_5776
ECD_04019,HW372_21460,ECs_5777
ECD_04020,HW372_21455,ECs_5129
ECD_04021,HW372_21450,ECs_5130
ECD_04022,HW372_21445,ECs_5131
ECD_04023,HW372_21440,ECs_5132
ECD_04024,HW372_21435,ECs_5133
ECD_04025,HW372_21430,ECs_5134
ECD_04026,HW372_21425,ECs_5135
ECD_04027,HW372_21420,ECs_5136
ECD_04028,HW372_21415,ECs_5137
ECD_04029,HW372_21410,ECs_5138
ECD_04030,HW372_21405,ECs_5139
ECD_04031,HW372_21400,ECs_5140
ECD_04032,HW372_21395,ECs_5141
ECD_04033,HW372_21370,ECs_5142
ECD_04034,HW372_21365,ECs_5143
ECD_04035,HW372_21360,ECs_5144
ECD_04036,HW372_21355,ECs_5145
ECD_04037,HW372_21350,ECs_5146
ECD_04038,HW372_21345,ECs_5147
ECD_04039,HW372_21340,ECs_5148
ECD_04040,HW372_21335,ECs_5149
ECD_04041,HW372_21330,ECs_5150
ECD_04042,HW372_21325,ECs_5151
ECD_04043,HW372_21320,ECs_5152
ECD_04044,HW372_21315,ECs_5153
ECD_04045,HW372_21310,ECs_5154
ECD_04046,HW372_21305,ECs_5155
ECD_04047,HW372_21300,ECs_5156
ECD_04048,HW372_21295,ECs_5157
ECD_04049,HW372_21290,ECs_5158
ECD_04050,HW372_21285,ECs_5159
ECD_04051,HW372_21280,ECs_5160
ECD_04052,HW372_21275,ECs_5161
ECD_04053,HW372_21270,ECs_5162
ECD_04054,HW372_21265,ECs_5163
ECD_04055,HW372_21260,ECs_5164
ECD_04056,HW372_21255,ECs_5165
ECD_04057,HW372_21250,ECs_5166
ECD_04058,HW372_21245,ECs_5167
ECD_04059,HW372_21240,ECs_5168
ECD_04060,HW372_21235,ECs_5169
ECD_04061,HW372_21230,ECs_5170
ECD_04062,HW372_21225,ECs_5171
ECD_04063,HW372_21220,ECs_5172
ECD_04064,HW372_21215,ECs_5173
ECD_04065,HW372_21210,ECs_5174
ECD_04066,HW372_21205,ECs_5175
ECD_04067,HW372_21200,ECs_5176
ECD_04068,HW372_21195,ECs_5177
ECD_04069,HW372_21190,ECs_5178
ECD_04070,HW372_21185,ECs_5179
ECD_04071,HW372_21165,
ECD_04072,HW372_21160,
ECD_04073,HW372_21155,
ECD_04074,HW372_21150,
ECD_04075,HW372_21145,
ECD_04076,HW372_21140,
ECD_04077,HW372_21135,
ECD_04078,HW372_21130,ECs_5184
ECD_04079,HW372_21125,ECs_5185
ECD_04080,HW372_21120,ECs_5186
ECD_04081,HW372_21115,ECs_5187
ECD_04082,HW372_21110,ECs_5188
ECD_04083,HW372_21105,ECs_5189
ECD_04084,HW372_21100,ECs_5190
ECD_04085,HW372_21095,ECs_5191
ECD_04086,HW372_21090,ECs_5192
ECD_04087,HW372_21085,ECs_5194
ECD_04088,HW372_21080,ECs_5195
ECD_04089,HW372_21075,ECs_5196
ECD_04090,HW372_21070,ECs_5197
ECD_04091,HW372_21065,ECs_5198
ECD_04092,HW372_21060,ECs_5199
ECD_04093,HW372_21055,ECs_5200
ECD_04094,,
ECD_04095,HW372_21045,ECs_5204
ECD_04096,HW372_21040,ECs_5205
ECD_04097,HW372_21035,ECs_5206
ECD_04098,HW372_21030,ECs_5207
ECD_04099,HW372_21025,ECs_5208
ECD_04100,HW372_21020,ECs_5209
ECD_04101,HW372_21015,ECs_5210
ECD_04102,HW372_21010,ECs_5211
ECD_04103,HW372_21005,ECs_5212
ECD_04105,HW372_20995,ECs_5214
ECD_04106,HW372_20990,ECs_5215
ECD_04107,HW372_20985,ECs_5216
ECD_04108,HW372_20980,ECs_5217
ECD_04109,HW372_20975,ECs_5218
ECD_04110,HW372_20965,ECs_5219
ECD_04111,HW372_20960,ECs_5220
ECD_04112,HW372_20955,ECs_5221
ECD_04113,HW372_20950,ECs_5222
ECD_04114,HW372_20945,ECs_5224
ECD_04115,,ECs_5225
ECD_04116,,ECs_5226
ECD_04117,,ECs_5228
ECD_04118,HW372_20915,ECs_5229
ECD_04119,,ECs_5230
ECD_04120,HW372_20910,ECs_5231
ECD_04121,HW372_20905,ECs_5232
ECD_04122,HW372_20900,ECs_5233
ECD_04123,HW372_20895,ECs_5234
ECD_04124,HW372_20890,ECs_5235
ECD_04125,HW372_20885,ECs_5236
ECD_04126,HW372_20880,ECs_5237
ECD_04127,HW372_20875,ECs_5238
ECD_04128,HW372_20870,ECs_5239
ECD_04129,HW372_20865,ECs_5240
ECD_04130,,
ECD_04131,,
ECD_04132,HW372_18580,
ECD_04133,,
ECD_04134,,
ECD_04135,HW372_20860,ECs_5241
ECD_04136,HW372_04400,ECs_3843
ECD_04137,,
ECD_04139,,ECs_1336
ECD_04140,HW372_04165,
ECD_04141,,
ECD_04142,,
ECD_04145,,IS911
ECD_04146,,
ECD_04147,,
ECD_04148,,
ECD_04149,,ECs_1311
ECD_04150,,
ECD_04152,HW372_20790,
ECD_04153,HW372_20785,
ECD_04154,HW372_20780,ECs_4386
ECD_04155,HW372_20775,
ECD_04156,HW372_20770,
ECD_04157,HW372_20765,
ECD_04158,HW372_20760,
ECD_04159,HW372_20755,
ECD_04160,,ECs_1373
ECD_04162,,
ECD_04165,HW372_20530,
ECD_04166,HW372_20525,
ECD_04167,HW372_20520,
ECD_04168,HW372_20515,
ECD_04169,HW372_20510,
ECD_04170,HW372_01245,ECs_4351
ECD_04171,HW372_20500,
ECD_04172,HW372_20490,
ECD_04173,HW372_20485,
ECD_04174,HW372_20480,
ECD_04176,HW372_20460,ECs_5268
ECD_04177,HW372_20455,ECs_5269
ECD_04178,HW372_20450,ECs_5270
ECD_04182,HW372_20425,ECs_5272
ECD_04183,HW372_20420,ECs_5273
ECD_04184,HW372_20415,ECs_5274
ECD_04185,HW372_20410,ECs_5275
ECD_04186,HW372_20405,ECs_5276
ECD_04187,HW372_20400,ECs_5277
ECD_04188,HW372_20395,ECs_5278
ECD_04189,HW372_20390,ECs_5279
ECD_04190,HW372_20385,ECs_5280
ECD_04191,HW372_20380,ECs_5281
ECD_04192,HW372_20375,ECs_5282
ECD_04193,HW372_20370,ECs_5283
ECD_04194,,ECs_5284
ECD_04195,HW372_20355,ECs_5285
ECD_04196,HW372_20350,
ECD_04197,HW372_20345,ECs_5286
ECD_04198,HW372_20340,ECs_5287
ECD_04199,HW372_20335,ECs_5288
ECD_04200,HW372_20330,
ECD_04201,HW372_20325,ECs_5293
ECD_04202,HW372_20320,ECs_5294
ECD_04203,HW372_20310,ECs_5297
ECD_04204,HW372_20305,ECs_5298
ECD_04205,HW372_20300,ECs_5299
ECD_04206,HW372_20295,ECs_5300
ECD_04207,HW372_20285,ECs_5301
ECD_04211,,
ECD_04212,,
ECD_04213,HW372_20270,ECs_5779
ECD_04215,HW372_20255,ECs_5307
ECD_04216,,ECs_5308
ECD_04217,HW372_20250,
ECD_04218,HW372_20235,ECs_5311
ECD_04219,HW372_20230,ECs_5312
ECD_04220,HW372_20225,ECs_5313
ECD_04221,,
ECD_04222,,
ECD_04223,,
ECD_04224,,
ECD_04225,,
ECD_04226,,
ECD_04227,,
ECD_04228,,
ECD_04229,,
ECD_04230,,
ECD_04231,,ECs_3594
ECD_04232,HW372_20220,ECs_5315
ECD_04233,HW372_20215,ECs_5316
ECD_04235,HW372_20205,ECs_5318
ECD_04236,HW372_20200,ECs_5319
ECD_04237,HW372_20195,ECs_5320
ECD_04238,HW372_20190,ECs_5321
ECD_04239,HW372_20185,ECs_5322
ECD_04240,HW372_20180,ECs_5323
ECD_04241,HW372_20175,ECs_5324
ECD_04242,HW372_20170,ECs_5325
ECD_04243,HW372_20165,ECs_5326
ECD_04244,HW372_20160,ECs_5327
ECD_04245,HW372_20155,ECs_5328
ECD_04246,HW372_20135,ECs_5329
ECD_04247,HW372_20130,ECs_5330
ECD_04248,HW372_20125,ECs_5331
ECD_04249,HW372_20120,ECs_5332
ECD_04250,HW372_20115,ECs_5333
ECD_04251,HW372_20110,ECs_5334
ECD_04252,HW372_20105,ECs_5780
ECD_04253,HW372_20100,ECs_5335
ECD_04254,HW372_20095,ECs_5336
ECD_04255,HW372_20090,ECs_5337
ECD_04256,HW372_20085,
ECD_04257,HW372_20080,ECs_5340
ECD_04258,HW372_20075,ECs_5341
ECD_04259,HW372_20070,ECs_5342
ECD_04260,HW372_20065,ECs_5343
ECD_04261,HW372_20060,ECs_5344
ECD_04262,HW372_20055,ECs_5345
ECD_04263,HW372_20050,
ECD_04264,HW372_20045,ECs_5346
ECD_04265,HW372_20040,ECs_5347
ECD_04266,HW372_20035,ECs_5348
ECD_04267,HW372_20030,ECs_5349
ECD_04268,HW372_20025,ECs_5350
ECD_04269,HW372_20020,ECs_5351
ECD_04270,HW372_20015,ECs_5352
ECD_04271,HW372_20010,ECs_5353
ECD_04272,HW372_20005,ECs_5354
ECD_04273,HW372_20000,ECs_5355
ECD_04274,HW372_19995,ECs_5356
ECD_04275,HW372_19990,ECs_5357
ECD_04276,HW372_19985,ECs_5358
ECD_04277,HW372_19980,ECs_5359
ECD_04278,HW372_19975,
ECD_04279,HW372_19970,ECs_5361
ECD_04287,,
ECD_04293,HW372_19610,
ECD_04299,HW372_15880,
ECD_04302,HW372_15115,
ECD_04303,,
ECD_04308,HW372_13055,
ECD_04309,HW372_12860,ECs_5432
ECD_04314,,
ECD_04317,,ECs_5728
ECD_04318,,
ECD_04319,HW372_11875,ECs_5729
ECD_04323,HW372_10730,
ECD_04329,,
ECD_04330,,
ECD_04336,HW372_08290,
ECD_04337,HW372_07865,ECs_5745
ECD_04338,HW372_07100,
ECD_04339,HW372_06695,
ECD_04342,,
ECD_04345,HW372_06295,
ECD_04346,,
ECD_04351,,
ECD_04354,,ECs_5750
ECD_04357,HW372_04820,ECs_5751
ECD_04360,,
ECD_04362,HW372_03450,ECs_5752
ECD_04363,,
ECD_04365,,
ECD_04371,HW372_01940,ECs_5756
ECD_04373,HW372_01155,
ECD_04379,,
ECD_04384,HW372_23055,
ECD_04387,HW372_22165,
ECD_04388,HW372_21650,
ECD_04389,,
ECD_04390,HW372_20970,
ECD_04391,,
ECD_04392,HW372_20315,ECs_5296
ECD_10004,,
ECD_10005,,
ECD_10006,,ECs_0802
ECD_10007,,
ECD_10008,,ECs_3007
ECD_10009,,
ECD_10010,,ECs_0807
ECD_10011,,ECs_1173
ECD_10012,,ECs_0809
ECD_10013,,ECs_3001
ECD_10014,,ECs_1176
ECD_10015,,ECs_1177
ECD_10016,,ECs_1178
ECD_10017,,ECs_1179
ECD_10018,,
ECD_10019,,
ECD_10020,,ECs_2993
ECD_10021,HW372_13830,ECs_1185
ECD_10022,,ECs_2208
ECD_10023,HW372_13820,ECs_1187
ECD_10024,HW372_13815,ECs_2987
ECD_10025,HW372_13810,ECs_1612
ECD_10026,,
ECD_10027,,ECs_3501
ECD_10028,,
ECD_10029,,
ECD_10030,,ECs_1622
ECD_10031,HW372_04355,ECs_1623
ECD_10032,,
ECD_10033,,
ECD_10034,,ECs_1627
ECD_10035,HW372_13725,ECs_2180
ECD_10036,HW372_13720,ECs_2735
ECD_10037,HW372_13715,ECs_5406
ECD_10038,HW372_13710,ECs_2177
ECD_10039,HW372_13705,
ECD_10040,HW372_13700,
ECD_10041,HW372_13695,
ECD_10042,,
ECD_10043,HW372_13685,ECs_2172
ECD_10044,HW372_13680,ECs_1638
ECD_10045,HW372_13675,ECs_1639
ECD_10046,HW372_13670,ECs_1640
ECD_10047,HW372_13665,ECs_1641
ECD_10048,HW372_13660,ECs_1642
ECD_10049,HW372_13655,ECs_1643
ECD_10050,HW372_13650,ECs_1644
ECD_10051,HW372_13645,ECs_1645
ECD_10052,HW372_13640,ECs_1646
ECD_10053,HW372_13635,ECs_1647
ECD_10054,HW372_13630,ECs_1648
ECD_10055,,ECs_2160
ECD_10056,,ECs_1650
ECD_10057,,
ECD_10058,,
,HW372_00145,
,HW372_00205,
,HW372_00210,
,HW372_00215,
,HW372_00220,
,HW372_00225,
,HW372_00230,
,HW372_00235,
,HW372_00240,
,HW372_00245,
,HW372_00250,
,HW372_00255,
,HW372_00260,
,HW372_00265,
,HW372_00270,
,HW372_00275,
,HW372_00280,ECs_0291
,HW372_00285,ECs_0292
,HW372_00290,
,HW372_00295,
,HW372_00300,
,HW372_00325,
,HW372_00330,
,HW372_00335,
,HW372_00340,
,HW372_00345,
,HW372_00350,ECs_5069
,HW372_00355,
,HW372_00360,ECs_5070
,HW372_00500,ECs_4502
,HW372_00680,ECs_4465
,HW372_00725,
,HW372_00775,ECs_4450
,HW372_00895,
,HW372_00925,
,HW372_00955,
,HW372_01065,ECs_5757
,HW372_01095,ECs_4387
,HW372_01100,
,HW372_01105,ECs_4385
,HW372_01110,ECs_4384
,HW372_01115,ECs_4383
,HW372_01120,ECs_4382
,HW372_01125,ECs_4380
,HW372_01130,ECs_4379
,HW372_01145,
,HW372_01225,ECs_4355
,HW372_01230,ECs_4354
,HW372_01235,ECs_4353
,HW372_01240,ECs_4352
,HW372_01250,ECs_4350
,HW372_01255,ECs_4349
,HW372_01440,
,HW372_01455,
,HW372_01485,
,HW372_01490,ECs_4280
,HW372_01530,
,HW372_01535,
,HW372_01540,
,HW372_01550,
,HW372_01565,
,HW372_01570,
,HW372_01575,ECs_4270
,HW372_01650,
,HW372_01690,
,HW372_01695,
,HW372_01835,
,HW372_02030,
,HW372_02065,
,HW372_02410,
,HW372_02415,
,HW372_02420,
,HW372_02425,
,HW372_02430,
,HW372_02435,
,HW372_02440,ECs_3242
,HW372_02445,
,HW372_02460,
,HW372_02875,
,HW372_03230,
,HW372_03380,ECs_5182
,HW372_03400,
,HW372_03465,
,HW372_03470,
,HW372_03475,
,HW372_03520,ECs_3917
,HW372_03525,ECs_3916
,HW372_03530,ECs_3915
,HW372_03535,ECs_3914
,HW372_03540,ECs_3913
,HW372_03545,ECs_3912
,HW372_03560,
,HW372_03610,
,HW372_03615,
,HW372_03620,
,HW372_03625,
,HW372_03630,
,HW372_03635,
,HW372_03640,
,HW372_03935,
,HW372_03955,
,HW372_03960,
,HW372_03965,
,HW372_03970,
,HW372_03975,ECs_2845
,HW372_03980,
,HW372_04015,
,HW372_04020,
,HW372_04025,
,HW372_04035,
,HW372_04050,
,HW372_04055,
,HW372_04060,
,HW372_04065,ECs_1403
,HW372_04070,
,HW372_04075,
,HW372_04080,
,HW372_04085,
,HW372_04090,
,HW372_04095,
,HW372_04100,
,HW372_04105,
,HW372_04110,
,HW372_04115,
,HW372_04120,
,HW372_04125,
,HW372_04130,
,HW372_04135,
,HW372_04140,
,HW372_04145,
,HW372_04150,
,HW372_04155,
,HW372_04160,ECs_1337
,HW372_04170,
,HW372_04175,
,HW372_04180,
,HW372_04185,
,HW372_04190,
,HW372_04195,
,HW372_04200,
,HW372_04205,
,HW372_04210,ECs_1088
,HW372_04215,
,HW372_04220,ECs_1360
,HW372_04225,
,HW372_04230,
,HW372_04235,
,HW372_04240,
,HW372_04245,
,HW372_04250,
,HW372_04255,
,HW372_04260,
,HW372_04265,
,HW372_04270,
,HW372_04275,
,HW372_04280,
,HW372_04285,espP
,HW372_04290,
,HW372_04295,
,HW372_04300,
,HW372_04305,
,HW372_04310,
,HW372_04315,
,HW372_04320,
,HW372_04330,
,HW372_04335,
,HW372_04340,
,HW372_04345,
,HW372_04350,
,HW372_04360,
,HW372_04365,
,HW372_04370,
,HW372_04375,
,HW372_04380,
,HW372_04385,
,HW372_04550,ECs_3813
,HW372_04570,
,HW372_04590,
,HW372_04605,ECs_3803
,HW372_04610,ECs_3802
,HW372_04615,ECs_3801
,HW372_04620,ECs_3800
,HW372_04625,ECs_3799
,HW372_04690,
,HW372_04730,
,HW372_04815,
,HW372_04960,ECs_3699
,HW372_05090,
,HW372_05095,
,HW372_05100,
,HW372_05105,
,HW372_05110,
,HW372_05115,ECs_0217
,HW372_05120,ECs_0230
,HW372_05125,ECs_0226
,HW372_05130,ECs_0228
,HW372_05135,ECs_0229
,HW372_05140,
,HW372_05145,ECs_0218
,HW372_05150,
,HW372_05155,
,HW372_05160,
,HW372_05165,
,HW372_05170,
,HW372_05175,ECs_0223
,HW372_05180,ECs_0234
,HW372_05185,
,HW372_05190,ECs_0224
,HW372_05195,ECs_0225
,HW372_05200,ECs_0231
,HW372_05205,ECs_0233
,HW372_05285,ECs_3661
,HW372_05290,
,HW372_05400,ECs_3637
,HW372_05405,ECs_3635
,HW372_05410,
,HW372_05490,ECs_3616
,HW372_05560,
,HW372_05565,
,HW372_05615,
,HW372_05695,
,HW372_05705,
,HW372_05710,
,HW372_05850,
,HW372_05855,
,HW372_05925,ECs_3535
,HW372_05930,ECs_3534
,HW372_06115,
,HW372_06235,
,HW372_06320,ECs_3424
,HW372_06535,
,HW372_06540,
,HW372_06545,
,HW372_06580,
,HW372_06955,
,HW372_06960,
,HW372_06965,
,HW372_06970,
,HW372_06975,
,HW372_07180,
,HW372_07185,ECs_5271
,HW372_07190,
,HW372_07200,
,HW372_07385,
,HW372_07560,
,HW372_07565,
,HW372_07820,ECs_3106
,HW372_07825,ECs_3105
,HW372_07950,
,HW372_07955,ECs_1599
,HW372_07960,ECs_2736
,HW372_07965,
,HW372_07970,
,HW372_07975,
,HW372_07980,
,HW372_07985,ECs_1587
,HW372_07990,ECs_1586
,HW372_07995,ECs_0303
,HW372_08000,ECs_1581
,HW372_08005,
,HW372_08010,
,HW372_08015,
,HW372_08020,ECs_1579
,HW372_08025,ECs_1576
,HW372_08030,
,HW372_08235,ECs_3042
,HW372_08300,
,HW372_08400,
,HW372_08430,ECs_2917
,HW372_08435,ECs_2916
,HW372_08445,ECs_2914
,HW372_08450,ECs_2913
,HW372_08455,ECs_2912
,HW372_08460,ECs_2911
,HW372_08535,ECs_2893
,HW372_08555,
,HW372_08560,
,HW372_08565,
,HW372_08570,
,HW372_08610,
,HW372_08615,
,HW372_08670,
,HW372_08780,
,HW372_08785,
,HW372_08790,
,HW372_08795,
,HW372_08800,
,HW372_08805,
,HW372_08810,
,HW372_08815,
,HW372_08885,
,HW372_08890,
,HW372_08905,
,HW372_08925,
,HW372_08930,
,HW372_08950,ECs_2808
,HW372_08955,
,HW372_08965,ECs_2807
,HW372_08970,
,HW372_08975,ECs_2805
,HW372_08980,ECs_2804
,HW372_08985,
,HW372_08990,ECs_1402
,HW372_08995,
,HW372_09000,ECs_2800
,HW372_09005,ECs_2799
,HW372_09010,ECs_1399
,HW372_09015,ECs_1398
